Date,ReturnPct
2005-09-30,0.8858671304926569
2005-10-31,-1.2557655422368197
2005-11-30,2.767937302628365
2005-12-30,1.6491786811824838
2006-01-31,3.550420297408796
2006-02-28,2.955085784724676
2006-03-31,3.5345780712690456
2006-04-28,4.301631564678021
2006-05-31,0.6441444210639302
2006-06-30,0.4637969975143985
2006-07-31,0.8597695819502649
2006-08-31,2.9706161640483897
2006-09-29,5.213842360177567
2006-10-31,8.153700512155826
2006-11-30,9.39795231621845
2006-12-29,10.152169095866936
2007-01-31,11.046274650401289
2007-02-28,7.922392883244522
2007-03-30,8.562782989676565
2007-04-30,12.763858043101518
2007-05-31,15.714445767845309
2007-06-29,12.824763898172797
2007-07-31,8.554162195445336
2007-08-31,9.524306805452332
2007-09-28,12.962459407587467
2007-10-31,14.002635104662886
2007-11-30,8.539761001932678
2007-12-31,7.300455350972412
2008-01-31,0.5382042951316723
2008-02-29,-3.013798256430855
2008-03-31,-3.499593344204188
2008-04-30,1.0898063565177418
2008-05-30,2.0815448731706487
2008-06-30,-6.721316951530332
2008-07-31,-7.47275827260987
2008-08-29,-6.136511790641985
2008-09-30,-14.507846419995584
2008-10-31,-28.712862209924594
2008-11-28,-33.55638870295491
2008-12-31,-32.369016691143656
2009-01-30,-37.70275859334463
2009-02-27,-44.048458352578756
2009-03-31,-38.603770418161574
2009-04-30,-32.258438444094374
2009-05-29,-28.15341965709023
2009-06-30,-27.726155633039586
2009-07-31,-21.912231772142665
2009-08-31,-18.941788184754383
2009-09-30,-15.689344110447367
2009-10-30,-17.059207699745993
2009-11-30,-12.016324876322916
2009-12-31,-10.26377359110393
2010-01-29,-13.437583058732317
2010-02-26,-10.767726197251626
2010-03-31,-5.351486767486557
2010-04-30,-3.8747330510856326
2010-05-28,-11.714202722814237
2010-06-30,-16.280294495428205
2010-07-30,-10.27051023995199
2010-08-31,-14.40978081475297
2010-09-30,-6.7345560474914805
2010-10-29,-3.198448785458463
2010-11-30,-3.372497004619368
2010-12-31,2.957934037482768
2011-01-31,5.222733816632874
2011-02-28,8.47058682139059
2011-03-31,8.247713816677372
2011-04-29,11.188628591146156
2011-05-31,9.512989485995016
2011-06-30,7.40588170633576
2011-07-29,4.967031717419856
2011-08-31,-1.0564592650699867
2011-09-30,-8.128766352781625
2011-10-31,1.9158335455661035
2011-11-30,1.4128715802645742
2011-12-30,2.261797245192265
2012-01-31,6.665427221629594
2012-02-29,10.8866672494093
2012-03-30,14.193766966097975
2012-04-30,13.124777994355163
2012-05-31,5.857537645430488
2012-06-29,10.001146936352923
2012-07-31,11.2492179480701
2012-08-31,13.30049773436739
2012-09-28,15.866962269397566
2012-10-31,13.360823595389704
2012-11-30,13.49307720657944
2012-12-31,14.12726507562072
2013-01-31,19.65357792577569
2013-02-28,20.697322612712554
2013-03-28,24.75335639238687
2013-04-30,26.67646768394858
2013-05-31,28.953082657037132
2013-06-28,26.618565860503463
2013-07-31,32.50057986411372
2013-08-30,27.898439434276924
2013-09-30,31.318458061142795
2013-10-31,36.72311525063867
2013-11-29,40.03307196501271
2013-12-31,42.7665396108079
2014-01-31,37.12304652295821
2014-02-28,42.56029217679025
2014-03-31,42.97237326277017
2014-04-30,43.25313575628342
2014-05-30,45.66602522678487
2014-06-30,47.80394186871322
2014-07-31,44.91428862958811
2014-08-29,49.75403742950017
2014-09-30,46.76196640560233
2014-10-31,49.557711602003394
2014-11-28,52.546077249393754
2014-12-31,51.21176266385312
2015-01-30,45.857662223510864
2015-02-27,53.2223911364456
2015-03-31,49.85117288337697
2015-04-30,50.48900783187891
2015-05-29,51.393268217453205
2015-06-30,47.565641629183574
2015-07-31,49.86696168062321
2015-08-31,39.91156809683856
2015-09-30,35.81038854874335
2015-10-30,46.64668694913525
2015-11-30,46.14578987081481
2015-12-31,43.033532003979325
2016-01-29,35.33446529578996
2016-02-29,34.39949613358535
2016-03-31,42.845671719359316
2016-04-29,42.74337653504241
2016-05-31,44.4397869579557
2016-06-30,44.07702382662728
2016-07-29,48.70405275764298
2016-08-31,47.978865398120575
2016-09-30,47.26501183632381
2016-10-31,43.901869258343694
2016-11-30,48.3479528733074
2016-12-30,50.51867727567465
2017-01-31,52.633540289726156
2017-02-28,57.709199972887305
2017-03-31,56.97176077401838
2017-04-28,57.75973915834185
2017-05-31,58.93187100358255
2017-06-30,59.02348939000643
2017-07-31,61.42995402125917
2017-08-31,60.82766319584796
2017-09-29,63.243717250920795
2017-10-31,66.13892037415599
2017-11-30,70.03644235282627
2017-12-29,70.90340525368717
2018-01-31,79.63262596138858
2018-02-28,71.72607349706101
2018-03-29,66.3443632030856
2018-04-30,66.11218301442656
2018-05-31,68.96680041706091
2018-06-29,69.00801389391629
2018-07-31,74.31404559713157
2018-08-31,78.73995897540556
2018-09-28,78.61507836208213
2018-10-31,65.38886966162285
2018-11-30,67.63479934145475
2018-12-31,51.59161600794009
2019-01-31,62.995254992783266
2019-02-28,67.18927968520974
2019-03-29,69.47545207430747
2019-04-30,75.3742200596419
2019-05-31,63.1064155714079
2019-06-28,73.69377412113336
2019-07-31,75.18700742287135
2019-08-30,71.26716866411702
2019-09-30,73.49026309152676
2019-10-31,76.29491567362898
2019-11-29,81.46949736247124
2019-12-31,85.79456199249616
2020-01-31,84.5601884684389
2020-02-28,68.20635240848698
2020-03-31,46.52457392874047
2020-04-30,64.7354139310935
2020-05-29,71.61210075794375
2020-06-30,74.06120233818478
2020-07-31,82.88658047061581
2020-08-31,94.78928799816575
2020-09-30,86.15811814986832
2020-10-30,80.14535332947119
2020-11-30,98.62522978273813
2020-12-31,104.8754148291371
2021-01-29,101.48450558370747
2021-02-26,105.58408276807785
2021-03-31,113.05014135723334
2021-04-30,122.84943800523158
2021-05-28,122.61787591303808
2021-06-30,126.10522937850241
2021-07-30,129.71780242584026
2021-08-31,134.79627848175562
2021-09-30,122.07533996909152
2021-10-29,135.91494252642806
2021-11-30,132.32453587761395
2021-12-31,140.86448179301607
2022-01-31,126.56090713907453
2022-02-28,118.04498666523688
2022-03-31,124.55122669305342
2022-04-29,103.52518096557213
2022-05-31,102.48148604424956
2022-06-30,84.56671353750491
2022-07-29,100.52915080454818
2022-08-31,91.08233600196644
2022-09-30,72.46498721306448
2022-10-31,85.54572417550214
2022-11-30,94.72178623381913
2022-12-30,82.40955637626206
2023-01-31,92.91991261048274
2023-02-28,87.03674066218842
2023-03-31,92.80544044687807
2023-04-28,94.7693861822512
2023-05-31,94.3886706902675
2023-06-30,106.04371876776514
2023-07-31,111.4145753799825
2023-08-31,106.6087567446897
2023-09-29,95.578710538536
2023-10-31,90.44483996148047
2023-11-30,106.55664168246672
2023-12-29,114.64103568629125
2024-01-31,116.93948656681408
2024-02-29,126.93663058813556
2024-03-28,132.63277207334255
2024-04-30,121.64399993661065
2024-05-31,131.04629899085614
2024-06-28,137.67575140146303
2024-07-31,138.91086406006764
2024-08-30,142.92116282545825
2024-09-30,146.34522068513851
2024-10-31,142.38912983594787
2024-11-29,154.69744050380262
2024-12-31,146.68101844358975
2025-01-31,151.76640486975646
2025-02-28,146.60151762411778
2025-03-31,131.01242611658276
2025-04-30,127.97694600557223
2025-05-30,140.68868805255258
2025-06-30,151.13355207830944
2025-07-31,154.96545521602144
2025-08-29,158.20341485189527
2025-09-30,165.60028784558165
2025-10-31,169.7698296473124
2025-11-28,168.241259148913
2025-12-31,166.2802102921471
2026-01-30,168.0933297543478
2026-02-27,163.9503072122074
2026-03-31,148.85374086384084
2026-04-13,160.90453889546322
